radial_frequency,Interp,E18 DataConsistency SR,ResShift SR
0.41984465133010634,0.0010881126522462093,0.00024152298379012153,0.0002415889527454422
0.4286834860949507,0.0011113020043997928,0.00023714043550996,0.00023720877559611442
0.43752232085979503,0.0011376625393374053,0.00023470397283879092,0.00023478686519454718
0.4463611556246394,0.0011727364136042383,0.0002328706081808285,0.00023294535436501807
0.4551999903894837,0.0012067090325180508,0.0002312624358545221,0.00023134018360539368
0.4640388251543281,0.001238405715862504,0.00022945342092003685,0.00022952934600050772
0.4728776599191724,0.0012649396206085503,0.00022663671871956813,0.00022670206446985026
0.4817164946840168,0.0012900418000852832,0.00022478319932111546,0.00022484288556303333
0.4905553294488611,0.0013118939498021728,0.00022373288816727134,0.000223802689551072
0.49939416421370547,0.0013246171584100324,0.0002241223590754766,0.00022415918900979052
0.5082329989785499,0.0013261867672101804,0.00021334671056598032,0.00021338782374955261
0.5170718337433942,0.0013305557106509961,0.00020846307550519006,0.00020849616084069007
0.5259106685082384,0.001324556642972093,0.00020319901857258037,0.0002032207183161471
0.5347495032730829,0.0013209768520354784,0.00019861276692566444,0.00019862837768072855
0.5435883380379272,0.0013384022624000303,0.00019141246978943158,0.00019143063356848655
0.5524271728027714,0.0013485233390236996,0.00018244829909320868,0.00018247568188402356
0.5612660075676159,0.0013545058681167352,0.00017482775506751048,0.0001748608307050704
0.5701048423324602,0.001363569748314696,0.0001686060010820364,0.00016864150725620975
0.5789436770973047,0.0013736297678871203,0.00016202945920239535,0.00016206653833735274
0.5877825118621489,0.0013708704327988102,0.0001531411998790343,0.00015317925970268338
0.5966213466269932,0.0013804179016869106,0.00014713804676347235,0.00014717013820405935
0.6054601813918377,0.0013775056953829559,0.00013967353073178872,0.0001396699981072792
0.6142990161566819,0.0013825900196533963,0.0001337066976178877,0.00013368345306718745
0.6231378509215262,0.0013925526694850852,0.0001274266792701556,0.00012736822949406564
0.6319766856863707,0.0014185740264105627,0.00012297478196299382,0.00012289532544617016
0.6408155204512149,0.0014286092730097216,0.00011797338156595426,0.00011788392075301959
0.6496543552160594,0.0014355205455111898,0.00011301891732471102,0.00011290167208808379
0.6584931899809037,0.0014329950115572927,0.00011097172379079758,0.00011083843019968935
0.6673320247457479,0.0014526112474468793,0.00010886072214227161,0.00010871388442234789
0.6761708595105924,0.001429046894837059,0.00010762201446188294,0.00010748904137996472
0.6850096942754367,0.0014425937239586752,0.00010794363265036267,0.00010783935387540025
0.6938485290402809,0.0014045424790305966,0.00011272178276215339,0.00011264602689733877
0.7026873638051254,0.0013885036270889137,0.00019667748667259085,0.00019676357610964008
